,logic_gate,max,unique,sum,Deep,Fanouts
1248,g1248,65,[65  7],72,-8,3
1249,g1249,7,[7 2 1],12,-10,1
1250,g1250,32,[32],32,-10,3
1251,g1251,7,[7 5 1],13,-9,2
1252,g1252,15,[15  5  2],37,-9,2
1253,g1253,21,[21 12 10  3  1],47,-9,4
1254,g1254,43,[43 25  6],74,-10,1
1255,g1255,48,[48 25 19 12  1],105,-9,4
1256,g1256,58,[58  9  5],72,-8,4
1257,g1257,100,[100  42],142,-7,2
1258,g1258,100,[100  57  34  12  11],214,-6,3
1259,g1259,100,[100  27],227,-6,4
1260,g1260,100,[100  69  37  18  14],238,-5,2
1261,g1261,57,[57  6],63,-6,3
1262,g1262,8,[8 1],10,-8,1
1263,g1263,34,[34],34,-9,3
1264,g1264,7,[7 2],9,-8,2
1265,g1265,13,[13  2],28,-8,2
1266,g1266,15,[15  5  3  2],27,-7,4
1267,g1267,43,[43 24  4],71,-8,1
1268,g1268,47,[47 24 21  5],97,-7,4
1269,g1269,66,[66 12  4],82,-6,4
1270,g1270,100,[100  34],134,-5,2
1271,g1271,100,[100  60  37  12  11],220,-4,3
1272,g1272,100,[100  28],228,-4,4
1273,g1273,100,[100  64  39  13  12],228,-3,2
1274,g1274,57,[57  7],64,-4,3
1275,g1275,9,[9 3],12,-6,1
1276,g1276,28,[28],28,-7,3
1277,g1277,15,[15  9  2],26,-6,2
1278,g1278,14,[14  9],37,-6,2
1279,g1279,17,[17  5],22,-5,1
1280,g1280,34,[34 25  3],62,-6,1
1281,g1281,42,[42 25 14],81,-5,1
1282,g1282,71,[71 10  9],90,-4,3
1283,g1283,100,[100  29],129,-3,2
1284,g1284,100,[100  61  33  16  12],222,-2,2
1285,g1285,100,[100  25],225,-2,3
1286,g1286,100,[100  67  42  13  12],234,-1,3
1287,g1287,55,[55  4],59,-2,1
1288,g1288,100,[100  31   7],138,-1,3
1289,g1289,100,[100  87  43  33  11],274,0,1
1290,g1290,100,[100  27],227,-28,2
1291,g1291,86,[86],86,-29,1
1292,g1292,100,[100  76   5],181,-28,2
1293,g1293,100,[100  24  14   5],148,-27,2
1294,g1294,100,[100  29],229,-27,2
1295,g1295,100,[100  87  65  16   6],274,-26,4
1296,g1296,77,[77  6],83,-27,3
1297,g1297,34,[34 27 19],114,-27,4
1298,g1298,56,[56 27 13],96,-27,4
1299,g1299,41,[41  8  1],50,-26,4
1300,g1300,100,[100  59],159,-26,2
1301,g1301,100,[100  41  23  12   6],182,-25,2
1302,g1302,100,[100  28],228,-25,3
1303,g1303,100,[100  72  52  13   7],244,-24,2
1304,g1304,70,[70  3],73,-25,2
1305,g1305,20,[20 14  9],43,-26,1
1306,g1306,53,[53],53,-27,3
1307,g1307,11,[11  4],15,-26,2
1308,g1308,20,[20  4],44,-26,2
1309,g1309,39,[39 26 11  3  2],81,-25,4
1310,g1310,51,[51 14  1],66,-26,1
1311,g1311,64,[64 26 21 14  5],130,-25,4
1312,g1312,47,[47  4  3],54,-24,3
1313,g1313,100,[100  52],152,-24,2
1314,g1314,100,[100  48  30  11   7],196,-23,2
1315,g1315,100,[100  22],222,-23,3
1316,g1316,100,[100  73  47  16  10],246,-22,2
1317,g1317,60,[60  6],66,-23,2
1318,g1318,22,[22 13  9  2],46,-24,1
1319,g1319,52,[52],52,-25,3
1320,g1320,11,[11  2],15,-24,2
1321,g1321,14,[14  2],30,-24,2
1322,g1322,38,[38 29 12  2],81,-23,4
1323,g1323,62,[62 24  3],89,-24,1
1324,g1324,69,[69 29 24 19  3],144,-23,4
1325,g1325,56,[56 10  4],70,-22,3
1326,g1326,100,[100  44],144,-22,2
1327,g1327,100,[100  51  35   8],202,-21,2
1328,g1328,100,[100  22],222,-21,3
1329,g1329,100,[100  66  50   9   7],232,-20,2
1330,g1330,64,[64  6],70,-21,2
1331,g1331,19,[19 13  9],41,-22,1
1332,g1332,46,[46],46,-23,3
1333,g1333,13,[13  6  1],20,-22,2
1334,g1334,21,[21  6],48,-22,2
1335,g1335,39,[39 26 12  3],80,-21,4
1336,g1336,58,[58 29  3],90,-22,1
1337,g1337,70,[70 29 26 20  4],149,-21,4
1338,g1338,55,[55  7  4],66,-20,3
1339,g1339,100,[100  44],144,-20,2
1340,g1340,100,[100  53  33  12   8],206,-19,2
1341,g1341,100,[100  30],230,-19,3
1342,g1342,100,[100  67  44  12  11],234,-18,2
1343,g1343,66,[66  4],70,-19,2
1344,g1344,22,[22 12  6  2],42,-20,1
1345,g1345,45,[45],45,-21,3
1346,g1346,15,[15  6  1],22,-20,2
1347,g1347,25,[25  6],56,-20,2
1348,g1348,41,[41 23 10  3],80,-19,4
1349,g1349,47,[47 24  3],74,-20,1
1350,g1350,59,[59 24 23 16  3],125,-19,4
1351,g1351,58,[58 12  6],76,-18,3
1352,g1352,100,[100  41],141,-18,2
1353,g1353,100,[100  56  31  13  12],212,-17,2
1354,g1354,100,[100  23],223,-17,3
1355,g1355,100,[100  66  43  14   9],232,-16,2
1356,g1356,55,[55  4],59,-17,2
1357,g1357,22,[22  8  6  1],37,-18,1
1358,g1358,46,[46],46,-19,3
1359,g1359,13,[13  4  3],20,-18,2
1360,g1360,25,[25  4],54,-18,2
1361,g1361,35,[35 16  5  3  2],61,-17,4
1362,g1362,48,[48 27  7],82,-18,1
1363,g1363,60,[60 27 20 16  4],127,-17,4
1364,g1364,63,[63 10  6],79,-16,3
1365,g1365,100,[100  34],134,-16,2
1366,g1366,100,[100  58  37  11  10],216,-15,2
1367,g1367,100,[100  18],218,-15,3
1368,g1368,100,[100  60  39  14   7],220,-14,2
1369,g1369,57,[57  4],61,-15,2
1370,g1370,15,[15  7  5  3],30,-16,1
1371,g1371,36,[36],36,-17,3
1372,g1372,12,[12  7  1],20,-16,2
1373,g1373,19,[19  7  1],46,-16,2
1374,g1374,31,[31 17  8  1],57,-15,4
1375,g1375,48,[48 31  8],87,-16,1
1376,g1376,61,[61 31 22 17  5],136,-15,4
1377,g1377,61,[61  7  6],74,-14,3
1378,g1378,100,[100  38],138,-14,2
1379,g1379,100,[100  63  44  10   9],226,-13,2
1380,g1380,100,[100  24],224,-13,3
1381,g1381,100,[100  57  36  11  10],214,-12,2
1382,g1382,64,[64  7],71,-13,2
1383,g1383,16,[16  6  3  1],26,-14,1
1384,g1384,38,[38],38,-15,3
1385,g1385,13,[13  7],20,-14,2
1386,g1386,23,[23  7],53,-14,2
1387,g1387,34,[34 19  9  2  1],65,-13,4
1388,g1388,55,[55 32  6],93,-14,1
1389,g1389,66,[66 32 19  2],138,-13,4
1390,g1390,61,[61 11  3],75,-12,3
1391,g1391,100,[100  39],139,-12,2
1392,g1392,100,[100  62  37  17   8],224,-11,2
1393,g1393,100,[100  31],231,-11,3
1394,g1394,100,[100  61  47   8   6],222,-10,2
1395,g1395,64,[64  9],73,-11,2
1396,g1396,21,[21  6  2],31,-12,1
1397,g1397,44,[44],44,-13,3
1398,g1398,19,[19  7  3],29,-12,2
1399,g1399,23,[23  7],53,-12,2
1400,g1400,37,[37 15  8  3],71,-11,4
1401,g1401,40,[40 23  2],65,-12,1
1402,g1402,49,[49 23 15  1],103,-11,4
1403,g1403,61,[61 14 12],87,-10,3
1404,g1404,100,[100  39],139,-10,2
1405,g1405,100,[100  60  35  13  12],220,-9,2
1406,g1406,100,[100  21],221,-9,3
1407,g1407,100,[100  67  39  15  13],234,-8,2
1408,g1408,66,[66  8],74,-9,2
1409,g1409,10,[10  5  1],16,-10,1
1410,g1410,38,[38],38,-11,3
1411,g1411,14,[14  7  2],23,-10,2
1412,g1412,18,[18  7  3],46,-10,2
1413,g1413,27,[27 15  9  1],53,-9,4
1414,g1414,42,[42 23  6],71,-10,1
1415,g1415,54,[54 23 17 15  4],113,-9,4
1416,g1416,55,[55 12  4],71,-8,3
1417,g1417,100,[100  44],144,-8,2
1418,g1418,100,[100  56  34  12  10],212,-7,2
1419,g1419,100,[100  34],234,-7,3
1420,g1420,100,[100  67  42  14  11],234,-6,2
1421,g1421,69,[69  7],76,-7,2
1422,g1422,11,[11  5  1],17,-8,1
1423,g1423,28,[28],28,-9,3
1424,g1424,10,[10  4],14,-8,2
1425,g1425,18,[18  4],40,-8,2
1426,g1426,21,[21 10  5  2],38,-7,4
1427,g1427,34,[34 23  3],60,-8,1
1428,g1428,42,[42 23 11 10  3],89,-7,4
1429,g1429,55,[55 12  4],71,-7,3
1430,g1430,100,[100  43],143,-6,2
1431,g1431,100,[100  59  33  14  12],218,-5,2
1432,g1432,100,[100  24],224,-5,3
1433,g1433,100,[100  64  35  20   9],228,-4,2
1434,g1434,64,[64  4],68,-5,2
1435,g1435,7,[7 4 1],13,-7,1
1436,g1436,29,[29],29,-7,3
1437,g1437,12,[12  4  2],18,-6,2
1438,g1438,10,[10  4],24,-6,2
1439,g1439,19,[19  9  5  2],35,-6,4
1440,g1440,34,[34 18  4],56,-7,1
1441,g1441,45,[45 18  9  4],85,-6,4
1442,g1442,60,[60 12  3],75,-5,3
1443,g1443,100,[100  40],140,-4,2
1444,g1444,100,[100  66  42  14  10],232,-3,2
1445,g1445,100,[100  27],127,-3,4
1446,g1446,100,[100  65  42  13  10],230,-2,2
1447,g1447,67,[67  6],73,-3,2
1448,g1448,6,[6 1],7,-5,1
1449,g1449,26,[26],26,-6,3
1450,g1450,14,[14  9],23,-5,2
1451,g1451,18,[18  9  2],47,-5,2
1452,g1452,17,[17  1],19,-4,1
1453,g1453,27,[27 20  1],48,-5,1
1454,g1454,38,[38 20 10],68,-4,1
1455,g1455,61,[61 12  6],79,-3,2
1456,g1456,100,[100  39],139,-2,2
1457,g1457,100,[100  66  38  17  11],232,-1,1
1458,g1458,100,[100  11],211,-1,1
1459,g1459,100,[100  58  45   7   6],216,0,1
1460,g1460,100,[100  29],229,-26,2
1461,g1461,87,[87  3],90,-27,1
1462,g1462,24,[24  2],26,-27,1
1463,g1463,100,[100  76],176,-26,2
1464,g1464,100,[100  24  13   9   2],148,-25,2
1465,g1465,100,[100  24],224,-25,2
1466,g1466,100,[100  86  62  23   1],272,-24,2
1467,g1467,72,[72  1],73,-25,1
1468,g1468,30,[30 19 14],93,-26,4
1469,g1469,45,[45 19  9],73,-26,4
1470,g1470,41,[41  7  6],54,-25,2
1471,g1471,100,[100  59],159,-24,2
1472,g1472,100,[100  43  30   7   6],186,-23,2
1473,g1473,100,[100  23],223,-23,2
1474,g1474,100,[100  71  46  18   7],242,-22,2
1475,g1475,73,[73  5],78,-23,1
1476,g1476,12,[12 10  6],28,-25,1
1477,g1477,34,[34],34,-26,3
1478,g1478,7,[7 5],12,-25,1
1479,g1479,9,[9 5],23,-25,1
1480,g1480,27,[27 18  8  2],55,-24,4
1481,g1481,40,[40 15  4],59,-25,1
1482,g1482,49,[49 18 15  2],99,-24,4
1483,g1483,48,[48 10  2],60,-23,2
1484,g1484,100,[100  52],152,-22,2
1485,g1485,100,[100  56  35  12   9],212,-21,2
1486,g1486,100,[100  19],219,-21,2
1487,g1487,100,[100  61  42  14   5],222,-20,2
1488,g1488,66,[66  5],71,-21,1
1489,g1489,13,[13  5  4  1],23,-23,1
1490,g1490,37,[37],37,-24,3
1491,g1491,8,[8 2],10,-23,1
1492,g1492,11,[11  2],24,-23,1
1493,g1493,30,[30 18 10  1],59,-22,4
1494,g1494,46,[46 21  2],69,-23,1
1495,g1495,56,[56 21 18  3],116,-22,4
1496,g1496,50,[50  8  4],62,-21,2
1497,g1497,100,[100  49],149,-20,2
1498,g1498,100,[100  60  43  10   7],220,-19,2
1499,g1499,100,[100  29],229,-19,2
1500,g1500,100,[100  62  38  12],224,-18,2
1501,g1501,67,[67  4],71,-19,1
1502,g1502,14,[14  6  4  2],26,-21,1
1503,g1503,30,[30],30,-22,3
1504,g1504,7,[7 3 1],11,-21,1
1505,g1505,8,[8 3],19,-21,1
1506,g1506,29,[29 19 10  2],60,-20,4
1507,g1507,44,[44 24  3],71,-21,1
1508,g1508,52,[52 24 19 16  3],114,-20,4
1509,g1509,51,[51 10  4],65,-19,2
1510,g1510,100,[100  47],147,-18,2
1511,g1511,100,[100  60  40  10],220,-17,2
1512,g1512,100,[100  26],226,-17,2
1513,g1513,100,[100  57  37  13   7],214,-16,2
1514,g1514,66,[66  4],70,-17,1
1515,g1515,18,[18  9  6  4],37,-19,1
1516,g1516,33,[33],33,-20,3
1517,g1517,9,[9 3 1],13,-19,1
1518,g1518,12,[12  3],27,-19,1
1519,g1519,33,[33 19  8  2],64,-18,4
1520,g1520,40,[40 21  3],64,-19,1
1521,g1521,52,[52 21 19 15  5],112,-18,4
1522,g1522,56,[56  9  7],72,-17,2
1523,g1523,100,[100  44],144,-16,2
1524,g1524,100,[100  67  45  11],234,-15,2
1525,g1525,100,[100  22],222,-15,2
1526,g1526,100,[100  56  39  12   5],212,-14,2
1527,g1527,60,[60  3],63,-15,1
1528,g1528,14,[14  8  5],27,-17,1
1529,g1529,29,[29],29,-18,3
1530,g1530,4,[4 1],5,-17,1
1531,g1531,9,[9 1],19,-17,1
1532,g1532,28,[28 19 10  4],61,-16,4
1533,g1533,48,[48 28  7],83,-17,1
1534,g1534,57,[57 28 19 16  5],125,-16,4
1535,g1535,57,[57  7  5],69,-15,2
1536,g1536,100,[100  42],142,-14,2
1537,g1537,100,[100  58  40   9],216,-13,2
1538,g1538,100,[100  23],223,-13,2
1539,g1539,100,[100  60  38  13   9],220,-12,2
1540,g1540,57,[57  8],65,-13,1
1541,g1541,14,[14  5  2],26,-15,1
1542,g1542,29,[29],29,-16,3
1543,g1543,6,[6 2],8,-15,1
1544,g1544,11,[11  2],24,-15,1
1545,g1545,26,[26 14  7  4  1],52,-14,4
1546,g1546,41,[41 24  5],70,-15,1
1547,g1547,48,[48 24 15 14  2],103,-14,4
1548,g1548,61,[61  8  7],76,-13,2
1549,g1549,100,[100  37],137,-12,2
1550,g1550,100,[100  62  42  11   9],224,-11,2
1551,g1551,100,[100  24],224,-11,2
1552,g1552,100,[100  60  39  11  10],220,-10,2
1553,g1553,61,[61  3],64,-11,1
1554,g1554,13,[13  8  4],25,-13,1
1555,g1555,28,[28],28,-14,3
1556,g1556,11,[11  9],20,-13,1
1557,g1557,16,[16  9],41,-13,1
1558,g1558,32,[32 16  8  3],59,-12,4
1559,g1559,38,[38 26  6],70,-13,1
1560,g1560,56,[56 26 19 16  7],124,-12,4
1561,g1561,61,[61  6  5],72,-11,2
1562,g1562,100,[100  38],138,-10,2
1563,g1563,100,[100  63  40  13  10],226,-9,2
1564,g1564,100,[100  29],229,-9,2
1565,g1565,100,[100  59  39  12   8],218,-8,2
1566,g1566,67,[67  8],75,-9,1
1567,g1567,14,[14  7  4],25,-11,1
1568,g1568,32,[32],32,-12,3
1569,g1569,6,[6 5],11,-11,1
1570,g1570,10,[10  5],25,-11,1
1571,g1571,28,[28 17  9  3  1],58,-10,4
1572,g1572,45,[45 24  3],72,-11,1
1573,g1573,51,[51 24 19 17  1],112,-10,4
1574,g1574,57,[57 12  6],75,-9,2
1575,g1575,100,[100  40],140,-8,2
1576,g1576,100,[100  59  32  17  10],218,-7,2
1577,g1577,100,[100  25],225,-7,2
1578,g1578,100,[100  72  38  20  14],244,-6,2
1579,g1579,67,[67  7],74,-7,1
1580,g1580,14,[14  5  1],21,-9,1
1581,g1581,25,[25],25,-10,3
1582,g1582,9,[9 1],10,-9,1
1583,g1583,11,[11  1],23,-9,1
1584,g1584,31,[31 18 10  3  2],64,-8,4
1585,g1585,36,[36 24  5],65,-9,1
1586,g1586,50,[50 24 18 15  7],114,-8,4
1587,g1587,54,[54  9  6],69,-7,2
1588,g1588,100,[100  44],144,-6,2
1589,g1589,100,[100  55  32  16   7],210,-5,2
1590,g1590,100,[100  26],226,-5,2
1591,g1591,100,[100  68  41  20   7],236,-4,2
1592,g1592,64,[64  5],69,-5,1
1593,g1593,15,[15  4  2],23,-7,1
1594,g1594,33,[33],33,-8,3
1595,g1595,9,[9 3],12,-7,1
1596,g1596,16,[16  3],35,-7,1
1597,g1597,31,[31 14  8  2  1],56,-6,4
1598,g1598,36,[36 20  3],59,-7,1
1599,g1599,48,[48 20 18 14  4],104,-6,4
1600,g1600,57,[57  8  7],72,-5,2
1601,g1601,100,[100  41],141,-4,2
1602,g1602,100,[100  88  40  37  11],276,-3,2
1603,g1603,100,[100  26],126,-3,2
1604,g1604,100,[100  89  38  13],278,-2,2
1605,g1605,58,[58  6],64,-3,1
1606,g1606,11,[11  2  1],15,-5,1
1607,g1607,30,[30],30,-6,3
1608,g1608,9,[9 2 1],12,-5,1
1609,g1609,15,[15  2],32,-5,1
1610,g1610,24,[24  8  5  3  1],41,-4,4
1611,g1611,32,[32 18  5],55,-5,1
1612,g1612,42,[42 18 15  8  2],85,-4,4
1613,g1613,66,[66 36 15 10],127,-3,2
1614,g1614,100,[100  34],134,-2,2
1615,g1615,100,[100  87  40  36  11],274,-1,2
1616,g1616,58,[58  7],65,-2,2
1617,g1617,11,[11  2],13,-4,1
1618,g1618,22,[22 13  2],37,-4,1
1619,g1619,23,[23 13],59,-4,1
1620,g1620,28,[28  5  4],37,-3,1
1621,g1621,31,[31 24  5],60,-4,1
1622,g1622,48,[48 24 21],93,-3,1
1623,g1623,66,[66 31  7  5],109,-2,2
1624,g1624,100,[100  34],234,-1,1
1625,g1625,100,[100  88  41  35  12],276,0,1
1626,g1626,100,[100  25],225,-24,2
1627,g1627,86,[86],86,-25,1
1628,g1628,24,[24  4],28,-25,1
1629,g1629,100,[100  76],176,-24,2
1630,g1630,100,[100  27  17   6   4],154,-23,2
1631,g1631,100,[100  27],227,-23,2
1632,g1632,100,[100  82  61  18   3],264,-22,2
1633,g1633,71,[71  4],75,-23,1
1634,g1634,43,[43  3],46,-23,1
1635,g1635,100,[100  57],157,-22,2
1636,g1636,100,[100  44  30   8   6],188,-21,2
1637,g1637,100,[100  19],219,-21,2
1638,g1638,100,[100  69  50  12   7],238,-20,2
1639,g1639,61,[61  2],63,-21,1
1640,g1640,56,[56  8],64,-21,1
1641,g1641,100,[100  44],144,-20,2
1642,g1642,100,[100  52  35   9   8],204,-19,2
1643,g1643,100,[100  23],223,-19,2
1644,g1644,100,[100  70  40  16  14],240,-18,2
1645,g1645,62,[62  9],71,-19,1
1646,g1646,60,[60  4],64,-19,1
1647,g1647,100,[100  40],140,-18,2
1648,g1648,100,[100  58  36  12  10],216,-17,2
1649,g1649,100,[100  26],226,-17,2
1650,g1650,100,[100  62  42  10],224,-16,2
1651,g1651,57,[57  1],58,-17,1
1652,g1652,60,[60  5],65,-17,1
1653,g1653,100,[100  40],140,-16,2
1654,g1654,100,[100  57  40   9   8],214,-15,2
1655,g1655,100,[100  21],221,-15,2
1656,g1656,100,[100  58  40  11   7],216,-14,2
1657,g1657,56,[56  8],64,-15,1
1658,g1658,67,[67  8],75,-15,1
1659,g1659,100,[100  33],133,-14,2
1660,g1660,100,[100  60  37  16   7],220,-13,2
1661,g1661,100,[100  18],218,-13,2
1662,g1662,100,[100  67  40  16  11],234,-12,2
1663,g1663,60,[60  6],66,-13,1
1664,g1664,58,[58  5],63,-13,1
1665,g1665,100,[100  42],142,-12,2
1666,g1666,100,[100  54  36  13   5],208,-11,2
1667,g1667,100,[100  26],226,-11,2
1668,g1668,100,[100  64  45  14   5],228,-10,2
1669,g1669,60,[60  8],68,-11,1
1670,g1670,62,[62  6],68,-11,1
1671,g1671,100,[100  38],138,-10,2
1672,g1672,100,[100  58  36  14   8],216,-9,2
1673,g1673,100,[100  25],225,-9,2
1674,g1674,100,[100  64  40  16   8],228,-8,2
1675,g1675,59,[59  6],65,-9,1
1676,g1676,63,[63  7],70,-9,1
1677,g1677,100,[100  37],137,-8,2
1678,g1678,100,[100  60  38  14   8],220,-7,2
1679,g1679,100,[100  34],234,-7,2
1680,g1680,100,[100  65  40  14  11],230,-6,2
1681,g1681,72,[72  6],78,-7,1
1682,g1682,59,[59  9],68,-7,1
1683,g1683,100,[100  41],141,-6,2
1684,g1684,100,[100  63  32  17  14],226,-5,2
1685,g1685,100,[100  23],223,-5,2
1686,g1686,100,[100  66  36  18  12],232,-4,2
1687,g1687,68,[68  3],71,-5,1
1688,g1688,55,[55  7],62,-5,1
1689,g1689,100,[100  45],145,-4,2
1690,g1690,100,[100  64  41  12  11],228,-3,2
1691,g1691,100,[100  22],222,-3,2
1692,g1692,100,[100  62  34  15  13],224,-2,2
1693,g1693,62,[62 10],72,-3,1
1694,g1694,100,[100  37   7],144,-2,2
1695,g1695,100,[100  66  41  15  10],232,-1,2
1696,g1696,65,[65 11],141,-2,2
1697,g1697,60,[60 21 11],92,-2,2
1698,g1698,100,[100  40],240,-1,1
1699,g1699,100,[100  60  35  16   9],220,0,1
1700,g1700,100,[100  27],227,-22,2
1701,g1701,82,[82  1],83,-23,1
1702,g1702,27,[27  1],28,-23,1
1703,g1703,100,[100  73],173,-22,2
1704,g1704,100,[100  22  13   8   1],144,-21,2
1705,g1705,100,[100  20],220,-21,2
1706,g1706,100,[100  88  70  16   2],276,-20,2
1707,g1707,69,[69  2],71,-21,1
1708,g1708,44,[44  2],46,-21,1
1709,g1709,100,[100  56],156,-20,2
1710,g1710,100,[100  29  16  12   1],158,-19,2
1711,g1711,100,[100  18],218,-19,2
1712,g1712,100,[100  89  54  29   6],278,-18,2
1713,g1713,70,[70  7],77,-19,1
1714,g1714,52,[52  4],56,-19,1
1715,g1715,100,[100  48],148,-18,2
1716,g1716,100,[100  52  30  12  10],204,-17,2
1717,g1717,100,[100  23],223,-17,2
1718,g1718,100,[100  67  44  14   9],234,-16,2
1719,g1719,62,[62  5],67,-17,1
1720,g1720,58,[58  5],63,-17,1
1721,g1721,100,[100  42],142,-16,2
1722,g1722,100,[100  54  34  13   7],208,-15,2
1723,g1723,100,[100  20],220,-15,2
1724,g1724,100,[100  66  47  12   7],232,-14,2
1725,g1725,58,[58  7],65,-15,1
1726,g1726,57,[57  7],64,-15,1
1727,g1727,100,[100  43],143,-14,2
1728,g1728,100,[100  52  37   9   6],204,-13,2
1729,g1729,100,[100  25],225,-13,2
1730,g1730,100,[100  65  45  12   8],230,-12,2
1731,g1731,67,[67  7],74,-13,1
1732,g1732,60,[60  7],67,-13,1
1733,g1733,100,[100  40],140,-12,2
1734,g1734,100,[100  60  33  14  13],220,-11,2
1735,g1735,100,[100  20],220,-11,2
1736,g1736,100,[100  65  40  14  11],230,-10,2
1737,g1737,64,[64  3],67,-11,1
1738,g1738,54,[54  7],61,-11,1
1739,g1739,100,[100  46],146,-10,2
1740,g1740,100,[100  57  39  10   8],214,-9,2
1741,g1741,100,[100  24],224,-9,2
1742,g1742,100,[100  62  37  16   9],224,-8,2
1743,g1743,64,[64  6],70,-9,1
1744,g1744,58,[58  7],65,-9,1
1745,g1745,100,[100  42],142,-8,2
1746,g1746,100,[100  66  44  12  10],232,-7,2
1747,g1747,100,[100  32],232,-7,2
1748,g1748,100,[100  58  31  14  13],216,-6,2
1749,g1749,65,[65  4],69,-7,1
1750,g1750,60,[60  5],65,-7,1
1751,g1751,100,[100  40],140,-6,2
1752,g1752,100,[100  67  42  13  12],234,-5,2
1753,g1753,100,[100  30],230,-5,2
1754,g1754,100,[100  60  37  14   9],220,-4,2
1755,g1755,66,[66  6],72,-5,1
1756,g1756,63,[63  5],68,-5,1
1757,g1757,100,[100  37],137,-4,2
1758,g1758,100,[100  88  37  34  17],276,-3,2
1759,g1759,100,[100  24],124,-3,2
1760,g1760,100,[100  86  42  32  12],272,-2,2
1761,g1761,62,[62  9],71,-3,1
1762,g1762,64,[64  6],70,-3,1
1763,g1763,100,[100  36],136,-2,2
1764,g1764,100,[100  87  43  31  13],274,-1,2
1765,g1765,60,[60 13],73,-2,2
1766,g1766,66,[66 22 10],98,-2,2
1767,g1767,100,[100  34],234,-1,1
1768,g1768,100,[100  86  44  30  12],272,0,1
1769,g1769,100,[100  20],220,-20,2
1770,g1770,88,[88  2],90,-21,1
1771,g1771,22,[22  5],27,-21,1
1772,g1772,100,[100  78],178,-20,2
1773,g1773,100,[100  23  13   5],146,-19,2
1774,g1774,100,[100  25],225,-19,2
1775,g1775,100,[100  86  58  24   4],272,-18,2
1776,g1776,89,[89  5],94,-19,1
1777,g1777,29,[29  4],33,-19,1
1778,g1778,100,[100  71],171,-18,2
1779,g1779,100,[100  45  27  11   7],190,-17,2
1780,g1780,100,[100  22],222,-17,2
1781,g1781,100,[100  74  50  16   8],248,-16,2
1782,g1782,67,[67  4],71,-17,1
1783,g1783,52,[52  7],59,-17,1
1784,g1784,100,[100  48],148,-16,2
1785,g1785,100,[100  47  28  14   5],194,-15,2
1786,g1786,100,[100  20],220,-15,2
1787,g1787,100,[100  72  53  14   5],244,-14,2
1788,g1788,66,[66  4],70,-15,1
1789,g1789,54,[54 10],64,-15,1
1790,g1790,100,[100  46],146,-14,2
1791,g1791,100,[100  54  34  12   8],208,-13,2
1792,g1792,100,[100  24],224,-13,2
1793,g1793,100,[100  68  47  14   7],236,-12,2
1794,g1794,65,[65  6],71,-13,1
1795,g1795,52,[52  2],54,-13,1
1796,g1796,100,[100  48],148,-12,2
1797,g1797,100,[100  46  29  10   7],192,-11,2
1798,g1798,100,[100  26],226,-11,2
1799,g1799,100,[100  70  51  13   6],240,-10,2
1800,g1800,65,[65  3],68,-11,1
1801,g1801,60,[60  9],69,-11,1
1802,g1802,100,[100  40],140,-10,2
1803,g1803,100,[100  59  34  16   9],218,-9,2
1804,g1804,100,[100  25],225,-9,2
1805,g1805,100,[100  62  38  12],224,-8,2
1806,g1806,62,[62  6],68,-9,1
1807,g1807,57,[57  6],63,-9,1
1808,g1808,100,[100  43],143,-8,2
1809,g1809,100,[100  56  37  13   6],212,-7,2
1810,g1810,100,[100  29],229,-7,2
1811,g1811,100,[100  70  40  17  13],240,-6,2
1812,g1812,58,[58  7],65,-7,1
1813,g1813,66,[66  3],69,-7,1
1814,g1814,100,[100  34],134,-6,2
1815,g1815,100,[100  62  38  15   9],224,-5,2
1816,g1816,100,[100  29],229,-5,2
1817,g1817,100,[100  59  35  12],218,-4,2
1818,g1818,60,[60  6],66,-5,1
1819,g1819,67,[67  9],76,-5,1
1820,g1820,100,[100  33],133,-4,2
1821,g1821,100,[100  66  39  14  13],232,-3,2
1822,g1822,100,[100  29],229,-3,2
1823,g1823,100,[100  58  37  11  10],216,-2,2
1824,g1824,58,[58  4],62,-3,1
1825,g1825,100,[100  34   7],141,-2,2
1826,g1826,100,[100  66  42  13  11],232,-1,2
1827,g1827,56,[56 12],124,-2,2
1828,g1828,69,[69 19  7],95,-2,2
1829,g1829,100,[100  31],231,-1,1
1830,g1830,100,[100  56  31  14  11],212,0,1
1831,g1831,100,[100  27],227,-18,2
1832,g1832,86,[86  1],87,-19,1
1833,g1833,23,[23  1],24,-19,1
1834,g1834,100,[100  77],177,-18,2
1835,g1835,100,[100  27  18   8   1],154,-17,2
1836,g1836,100,[100  30],230,-17,2
1837,g1837,100,[100  82  66  15   1],264,-16,2
1838,g1838,74,[74  5],79,-17,1
1839,g1839,45,[45  7],52,-17,1
1840,g1840,100,[100  55],155,-16,2
1841,g1841,100,[100  39  20  13   6],178,-15,2
1842,g1842,100,[100  21],221,-15,2
1843,g1843,100,[100  79  61  13   5],258,-14,2
1844,g1844,72,[72  3],75,-15,1
1845,g1845,47,[47 11],58,-15,1
1846,g1846,100,[100  53],153,-14,2
1847,g1847,100,[100  44  25  10   9],188,-13,2
1848,g1848,100,[100  26],226,-13,2
1849,g1849,100,[100  70  51  14   5],240,-12,2
1850,g1850,68,[68  7],75,-13,1
1851,g1851,54,[54  5],59,-13,1
1852,g1852,100,[100  46],146,-12,2
1853,g1853,100,[100  57  35  13   9],214,-11,2
1854,g1854,100,[100  27],227,-11,2
