,logic_gate,max,unique,sum,Deep,Fanouts
1001,g1001,100,[ 31  15  10   2 100],260,0,1
1002,g1002,100,[ 45  29   3 100],277,0,1
1003,g1003,100,[ 57  29  20  15   5 100],326,0,1
1004,g1004,100,[ 67  17   4 100],288,0,1
1005,g1005,100,[100  32],332,0,1
1006,g1006,100,[100  63  34  16  13],426,0,1
1007,g1007,100,[100  12],412,0,1
1008,g1008,100,[100  65  39  14  12],430,0,1
1009,g1009,100,[ 64   3 100],267,0,1
1010,g1010,100,[ 18  11   5   2 100],236,0,1
1011,g1011,100,[ 43 100],243,0,1
1012,g1012,100,[ 17   7   5 100],229,0,1
1013,g1013,100,[ 18   7 100],243,0,1
1014,g1014,100,[ 37  24  12   4   1 100],278,0,1
1015,g1015,100,[ 49  26   3 100],278,0,1
1016,g1016,100,[ 64  26  24  17   8 100],339,0,1
1017,g1017,100,[ 58   8   3 100],269,0,1
1018,g1018,100,[100  42],342,0,1
1019,g1019,100,[100  60  38  11],420,0,1
1020,g1020,100,[100  26],426,0,1
1021,g1021,100,[100  67  40  16  11],434,0,1
1022,g1022,100,[ 64   5 100],269,0,1
1023,g1023,100,[ 16   6   4   2 100],228,0,1
1024,g1024,100,[ 46 100],246,0,1
1025,g1025,100,[ 13   7   3 100],223,0,1
1026,g1026,100,[ 25   7 100],257,0,1
1027,g1027,100,[ 33  20  11   3   1 100],268,0,1
1028,g1028,100,[ 49  26   3 100],278,0,1
1029,g1029,100,[ 59  26  20   4 100],329,0,1
1030,g1030,100,[ 57   9   5 100],271,0,1
1031,g1031,100,[100  42],342,0,1
1032,g1032,100,[100  58  36  14   8],416,0,1
1033,g1033,100,[100  25],425,0,1
1034,g1034,100,[100  63  42  13   8],426,0,1
1035,g1035,100,[ 62   6 100],268,0,1
1036,g1036,100,[ 18   7   6   1 100],232,0,1
1037,g1037,100,[ 38 100],238,0,1
1038,g1038,100,[ 11   6   2 100],219,0,1
1039,g1039,100,[ 18   6 100],242,0,1
1040,g1040,100,[ 31  20   9   3 100],263,0,1
1041,g1041,100,[ 49  28   4 100],181,0,1
1042,g1042,100,[ 58  28  22  20   5 100  30],263,0,1
1043,g1043,100,[ 59  12   5 100],176,0,1
1044,g1044,100,[100  40  35  11],286,0,1
1045,g1045,100,[100  58  36  13   9],416,0,1
1046,g1046,100,[100  17  67   2],386,0,1
1047,g1047,100,[100  63  41  12  10  59  34  28  25  13],585,0,1
1048,g1048,100,[ 61   6 100  77  28  25  24],321,0,1
